24576,0.618750
24577,0.956250
24578,1.350000
24579,1.575000
24580,1.068750
24581,1.237500
24582,1.856250
24583,1.856250
24584,2.193750
24585,2.925000
24586,3.262500
24587,3.375000
24588,3.712500
24589,3.431250
24590,3.150000
24591,2.868750
24592,2.475000
24593,2.193750
24594,2.081250
24595,1.856250
24596,1.631250
24597,2.137500
24598,3.206250
24599,4.218750
24600,4.893750
24601,5.512500
24602,6.018750
24603,6.581250
24604,-6.918750
24605,-6.637500
24606,-6.918750
24607,6.862500
24608,6.806250
24609,6.918750
24610,6.862500
24611,6.750000
24612,6.975000
24613,-6.975000
24614,-6.975000
24615,-7.031250
24616,-7.143750
24617,-7.087500
24618,-6.862500
24619,6.918750
24620,6.075000
24621,6.581250
24622,-6.187500
24623,-5.681250
24624,-6.075000
24625,-6.637500
24626,-6.693750
24627,-6.637500
24628,-6.806250
24629,-6.862500
24630,-6.637500
24631,-6.693750
24632,6.975000
24633,6.131250
24634,5.793750
24635,5.962500
24636,6.300000
24637,6.075000
24638,4.725000
24639,5.175000
24640,5.568750
24641,5.793750
24642,5.512500
24643,5.118750
24644,5.118750
24645,4.950000
24646,4.725000
24647,4.893750
24648,4.893750
24649,4.781250
24650,4.837500
24651,5.175000
24652,5.625000
24653,5.962500
24654,6.018750
24655,5.681250
24656,5.062500
24657,4.668750
24658,4.162500
24659,3.600000
24660,2.981250
24661,2.700000
24662,2.756250
24663,3.262500
24664,3.431250
24665,3.093750
24666,2.475000
24667,2.475000
24668,3.037500
24669,3.318750
24670,3.431250
24671,4.050000
24672,4.668750
24673,4.331250
24674,3.712500
24675,3.318750
24676,3.375000
24677,3.825000
24678,4.162500
24679,3.937500
24680,3.150000
24681,2.700000
24682,2.925000
24683,3.206250
24684,2.981250
24685,2.475000
24686,2.812500
24687,3.206250
24688,3.375000
24689,3.600000
24690,3.881250
24691,4.275000
24692,4.331250
24693,4.218750
24694,4.106250
24695,3.712500
24696,3.206250
24697,2.812500
24698,2.475000
24699,2.418750
24700,2.250000
24701,1.856250
24702,1.575000
24703,1.968750
