23936,2.475000
23937,2.362500
23938,2.362500
23939,2.981250
23940,3.206250
23941,2.531250
23942,1.800000
23943,1.800000
23944,1.968750
23945,2.362500
23946,2.418750
23947,2.925000
23948,3.993750
23949,4.556250
23950,3.712500
23951,2.025000
23952,1.462500
23953,1.856250
23954,2.081250
23955,3.037500
23956,3.318750
23957,2.700000
23958,1.462500
23959,1.293750
23960,2.137500
23961,3.037500
23962,3.037500
23963,2.756250
23964,2.475000
23965,1.575000
23966,0.506250
23967,0.450000
23968,1.068750
23969,1.912500
23970,2.250000
23971,1.856250
23972,0.675000
23973,0.337500
23974,0.450000
23975,0.675000
23976,1.237500
23977,1.856250
23978,1.518750
23979,1.068750
23980,1.181250
23981,2.362500
23982,3.600000
23983,3.937500
23984,3.431250
23985,2.868750
23986,2.306250
23987,2.081250
23988,1.968750
23989,1.912500
23990,1.800000
23991,2.137500
23992,2.981250
23993,3.600000
23994,3.375000
23995,3.150000
23996,2.868750
23997,2.812500
23998,2.700000
23999,2.250000
24000,1.800000
24001,0.956250
24002,-0.112720
24003,-0.956470
24004,-0.956470
24005,-0.281470
24006,0.337500
24007,0.731250
24008,1.012500
24009,1.350000
24010,1.068750
24011,0.618750
24012,0.731250
24013,1.068750
24014,0.506250
24015,0.337500
24016,0.506250
24017,0.675000
24018,0.731250
24019,0.450000
24020,0.112500
24021,0.337500
24022,1.181250
24023,1.012500
24024,0.731250
24025,1.237500
24026,2.081250
24027,1.912500
24028,1.068750
24029,0.956250
24030,1.406250
24031,2.193750
24032,2.250000
24033,1.518750
24034,1.125000
24035,1.406250
24036,2.250000
24037,2.700000
24038,1.912500
24039,0.562500
24040,0.000000
24041,-0.168970
24042,0.056250
24043,0.956250
24044,1.518750
24045,1.800000
24046,1.575000
24047,1.518750
24048,1.575000
24049,1.575000
24050,1.406250
24051,1.237500
24052,0.450000
24053,-0.168970
24054,-0.506470
24055,0.056250
24056,1.631250
24057,2.981250
24058,3.318750
24059,3.375000
24060,3.600000
24061,3.600000
24062,3.881250
24063,4.612500
