21504,0.000000
21505,0.225000
21506,1.462500
21507,2.981250
21508,3.375000
21509,3.150000
21510,2.925000
21511,2.531250
21512,2.531250
21513,2.475000
21514,2.418750
21515,2.362500
21516,2.418750
21517,2.193750
21518,1.856250
21519,2.137500
21520,3.093750
21521,3.768750
21522,3.431250
21523,3.150000
21524,3.656250
21525,3.881250
21526,3.768750
21527,3.037500
21528,2.475000
21529,2.981250
21530,3.712500
21531,3.656250
21532,2.981250
21533,2.362500
21534,2.306250
21535,2.700000
21536,3.262500
21537,4.050000
21538,4.275000
21539,4.050000
21540,4.050000
21541,4.725000
21542,5.568750
21543,6.075000
21544,5.962500
21545,5.006250
21546,4.106250
21547,3.937500
21548,3.825000
21549,3.768750
21550,4.050000
21551,3.993750
21552,3.093750
21553,2.137500
21554,1.968750
21555,2.193750
21556,2.137500
21557,1.856250
21558,1.350000
21559,1.350000
21560,1.912500
21561,2.137500
21562,1.856250
21563,1.012500
21564,0.337500
21565,0.731250
21566,2.025000
21567,2.868750
21568,2.475000
21569,1.068750
21570,-0.225220
21571,-0.337720
21572,0.225000
21573,1.068750
21574,1.462500
21575,1.856250
21576,2.137500
21577,1.181250
21578,1.012500
21579,0.900000
21580,1.181250
21581,1.462500
21582,1.800000
21583,1.406250
21584,0.956250
21585,0.675000
21586,1.406250
21587,2.418750
21588,3.768750
21589,4.725000
21590,5.231250
21591,4.893750
21592,3.712500
21593,3.093750
21594,3.262500
21595,3.262500
21596,2.981250
21597,3.093750
21598,3.262500
21599,3.150000
21600,2.193750
21601,1.406250
21602,1.068750
21603,0.731250
21604,-0.225220
21605,-1.350220
21606,-1.800220
21607,-0.393970
21608,1.181250
21609,2.025000
21610,1.912500
21611,1.575000
21612,2.025000
21613,3.206250
21614,4.106250
21615,4.050000
21616,3.093750
21617,2.700000
21618,2.868750
21619,2.475000
21620,2.081250
21621,2.250000
21622,2.756250
21623,2.362500
21624,1.800000
21625,1.856250
21626,2.025000
21627,2.418750
21628,3.093750
21629,3.150000
21630,2.193750
21631,1.406250
