26496,1.968750
26497,1.350000
26498,1.462500
26499,1.800000
26500,1.012500
26501,0.000000
26502,0.393750
26503,2.025000
26504,3.318750
26505,3.206250
26506,2.306250
26507,2.250000
26508,2.700000
26509,3.712500
26510,5.175000
26511,5.962500
26512,6.300000
26513,6.581250
26514,6.468750
26515,6.356250
26516,6.075000
26517,5.118750
26518,6.750000
26519,-3.150000
26520,0.112720
26521,0.562720
26522,-0.506250
26523,-1.462500
26524,-0.675000
26525,1.237720
26526,3.656470
26527,6.018970
26528,-7.087280
26529,-7.087280
26530,6.468970
26531,4.781470
26532,3.262720
26533,2.137720
26534,1.125220
26535,0.675220
26536,0.956470
26537,1.406470
26538,0.956470
26539,0.112720
26540,-0.843750
26541,-1.743750
26542,-2.700000
26543,-3.937500
26544,-5.175000
26545,-6.131250
26546,-6.637500
26547,7.031250
26548,5.850000
26549,4.050000
26550,2.025000
26551,0.281250
26552,-0.506470
26553,-1.293970
26554,-3.318970
26555,-5.681470
26556,-6.412720
26557,-6.300220
26558,-6.693970
26559,6.074780
26560,4.331030
26561,2.643530
26562,1.406030
26563,0.787280
26564,1.237280
26565,2.024780
26566,2.249780
26567,1.462280
26568,0.449780
26569,-0.337939
26570,-0.112939
26571,0.449780
26572,1.293530
26573,2.081030
26574,2.474780
26575,2.699780
26576,3.318530
26577,3.768530
26578,3.543530
26579,3.993530
26580,4.949780
26581,5.793530
26582,5.906030
26583,5.737280
26584,5.849780
26585,6.243530
26586,6.524780
26587,6.299780
26588,6.074780
26589,5.849780
26590,5.793530
26591,5.793530
26592,6.243530
26593,-6.975220
26594,-5.793970
26595,-5.118970
26596,-5.400220
26597,-5.681470
26598,-5.681470
26599,-4.781470
26600,-3.881470
26601,-3.206470
26602,-2.531470
26603,-2.025220
26604,-0.956470
26605,-0.506470
26606,-1.012720
26607,-1.125220
26608,-0.506470
26609,0.281250
26610,1.462500
26611,2.250000
26612,1.856250
26613,0.281250
26614,-0.056470
26615,0.900000
26616,1.575000
26617,1.462500
26618,1.518750
26619,1.856250
26620,1.856250
26621,1.912500
26622,1.631250
26623,1.518750
