12416,2.025000
12417,2.475000
12418,2.475000
12419,2.306250
12420,2.137500
12421,2.362500
12422,2.812500
12423,2.812500
12424,2.362500
12425,2.137500
12426,1.912500
12427,1.406250
12428,1.575000
12429,2.193750
12430,2.531250
12431,2.362500
12432,1.518750
12433,1.068750
12434,1.350000
12435,1.856250
12436,1.856250
12437,1.631250
12438,1.800000
12439,2.250000
12440,2.531250
12441,2.700000
12442,2.756250
12443,3.150000
12444,4.106250
12445,4.556250
12446,3.881250
12447,3.318750
12448,2.531250
12449,2.250000
12450,2.025000
12451,1.912500
12452,1.462500
12453,1.293750
12454,1.406250
12455,1.462500
12456,1.237500
12457,0.506250
12458,0.000000
12459,-0.168970
12460,0.056250
12461,1.181250
12462,1.912500
12463,1.968750
12464,1.181250
12465,0.281250
12466,0.225000
12467,1.012500
12468,1.912500
12469,2.250000
12470,2.756250
12471,3.037500
12472,2.925000
12473,3.037500
12474,4.050000
12475,4.893750
12476,4.893750
12477,4.162500
12478,3.712500
12479,3.712500
12480,3.375000
12481,2.700000
12482,2.081250
12483,2.756250
12484,4.218750
12485,5.006250
12486,4.331250
12487,3.937500
12488,4.162500
12489,4.612500
12490,4.050000
12491,3.206250
12492,2.756250
12493,2.306250
12494,2.475000
12495,3.318750
12496,4.106250
12497,3.825000
12498,2.418750
12499,2.081250
12500,3.375000
12501,4.725000
12502,4.781250
12503,4.331250
12504,3.993750
12505,3.262500
12506,2.700000
12507,2.812500
12508,3.600000
12509,4.218750
12510,4.668750
12511,4.556250
12512,3.881250
12513,3.206250
12514,2.306250
12515,1.518750
12516,1.575000
12517,2.475000
12518,2.925000
12519,2.193750
12520,1.237500
12521,0.618750
12522,0.900000
12523,1.462500
12524,2.193750
12525,2.700000
12526,2.250000
12527,1.406250
12528,0.675000
12529,0.450000
12530,0.393750
12531,0.225000
12532,0.000000
12533,-0.562720
12534,-0.506470
12535,0.337500
12536,0.731250
12537,0.956250
12538,1.125000
12539,1.068750
12540,1.068750
12541,1.237500
12542,1.237500
12543,1.125000
